,Unnamed: 0,last_scraped,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
3378,3378,2024-12-30,2023-09-16,within an hour,100.0,100%,t,1,1,t,t,59.28968440000001,18.1204193,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,450.0,2,30,3,3,1125,1125,t,0,0,27,27,2024-12-30,26,23,0,2023-10-16,2024-11-15,4.92,4.96,5.0,4.92,4.92,4.81,4.88,,f,1,0,1,0
3383,3383,2024-12-30,2021-06-08,,,,f,1,1,t,t,59.33405179009728,18.01791340112686,Private room in rental unit,Private room,2,,1 shared bath,,,,2,365,2,2,365,365,t,0,0,0,0,2024-12-30,14,1,0,2023-09-27,2024-05-20,4.79,4.86,4.86,5.0,4.93,4.86,4.86,,f,1,0,1,0
3390,3390,2024-12-30,2022-02-22,within an hour,60.0,99%,f,5,5,t,t,59.32287,18.07419,Room in aparthotel,Private room,4,1.0,1 shared bath,1.0,3.0,2240.0,1,365,1,1,365,365,t,29,35,35,35,2024-12-30,25,19,1,2023-10-01,2024-12-09,4.4,4.44,4.64,4.32,4.2,4.92,4.44,,t,5,0,5,0
3391,3391,2024-12-30,2022-02-22,within an hour,60.0,99%,f,5,5,t,t,59.32284245187511,18.074126158948665,Room in aparthotel,Private room,6,1.0,1 shared bath,2.0,4.0,3826.0,1,365,1,1,365,365,t,27,33,33,33,2024-12-30,5,3,0,2023-10-08,2024-07-06,4.6,4.4,4.4,5.0,4.0,5.0,4.6,,t,5,0,5,0
3392,3392,2024-12-30,2022-02-22,within an hour,60.0,99%,f,5,5,t,t,59.32408927301647,18.07476004487646,Room in hotel,Private room,2,1.0,1 shared bath,1.0,1.0,1633.0,1,365,1,1,365,365,t,29,35,35,35,2024-12-30,6,6,1,2024-07-12,2024-12-06,4.17,3.83,4.83,3.83,4.5,4.83,4.5,,t,5,0,5,0
3393,3393,2024-12-30,2022-02-22,within an hour,60.0,99%,f,5,5,t,t,59.32329417203203,18.07245417398812,Room in hotel,Private room,2,1.0,1 shared bath,1.0,1.0,1633.0,1,365,1,1,365,365,t,29,35,35,35,2024-12-30,4,4,0,2024-05-20,2024-09-03,4.0,4.5,4.25,5.0,3.5,5.0,4.0,,t,5,0,5,0
3419,3419,2024-12-30,2017-06-30,within a few hours,100.0,89%,,2,2,t,t,59.2408148,18.0923866,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,603.0,2,30,2,2,30,30,t,1,1,1,1,2024-12-30,5,5,0,2024-05-13,2024-08-27,4.8,4.6,4.8,4.6,4.6,4.6,4.6,,f,1,0,1,0
3426,3426,2024-12-30,2023-09-28,a few days or more,0.0,100%,f,13,15,t,t,59.264053444567,18.13229666798402,Room in hotel,Private room,2,,6 shared baths,1.0,,,1,14,1,1,14,14,t,0,0,0,0,2024-12-30,6,3,0,2023-10-10,2024-07-01,4.67,4.83,4.5,4.5,4.5,4.67,4.83,,t,8,1,7,0
3444,3444,2024-12-30,2018-03-11,within an hour,100.0,99%,f,5,7,t,t,59.31829320968541,18.02469004803465,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,249.0,4,365,4,4,365,365,t,23,53,83,173,2024-12-30,22,19,0,2023-10-29,2024-11-29,4.68,4.68,4.59,4.59,4.77,4.95,4.77,,f,3,0,3,0
3449,3449,2024-12-30,2023-10-10,within an hour,100.0,87%,f,2,2,t,t,59.33921,18.09205,Private room in loft,Private room,1,2.0,2 baths,1.0,1.0,1349.0,4,365,4,4,365,365,t,29,59,89,269,2024-12-30,12,11,0,2023-11-21,2024-10-23,4.5,4.25,4.25,4.58,4.92,4.67,4.42,,f,2,0,2,0
3452,3452,2024-12-30,2020-12-09,within an hour,100.0,100%,f,10,11,t,t,59.31509510000001,18.0630044,Private room in rental unit,Private room,2,3.0,3 baths,1.0,1.0,1456.0,1,14,1,1,14,14,t,23,46,66,302,2024-12-30,0,0,0,,,,,,,,,,,t,10,4,6,0
3453,3453,2024-12-30,2023-10-10,within an hour,100.0,87%,f,2,2,t,t,59.339166470753966,18.09251950630151,Private room in rental unit,Private room,1,2.0,2 baths,1.0,0.0,800.0,4,365,4,4,365,365,t,29,59,89,269,2024-12-30,3,3,0,2024-05-18,2024-07-05,5.0,4.33,4.0,5.0,5.0,5.0,3.0,,f,2,0,2,0
3454,3454,2024-12-30,2015-09-12,,,100%,f,1,2,t,t,59.31375391196848,18.08612867724608,Private room in rental unit,Private room,2,,1 shared bath,,,,3,67,3,3,67,67,t,0,0,0,0,2024-12-30,1,1,0,2024-05-18,2024-05-18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,0,1,0
3462,3462,2024-12-30,2011-08-30,within an hour,90.0,85%,f,4,5,t,t,59.30509350934166,18.08831935258307,Private room in rental unit,Private room,2,0.0,0 baths,1.0,0.0,821.0,3,60,3,3,60,60,t,24,24,32,32,2024-12-30,9,8,0,2023-11-01,2024-11-23,5.0,5.0,5.0,5.0,4.89,5.0,5.0,,f,4,1,3,0
3469,3469,2024-12-30,2023-08-08,,,100%,f,1,1,t,t,59.23978726609625,18.11244033121336,Room in hotel,Private room,1,,1 private bath,1.0,,,3,150,3,3,150,150,t,28,58,88,268,2024-12-30,0,0,0,,,,,,,,,,,f,1,0,1,0
3479,3479,2024-12-30,2013-11-08,within a few hours,100.0,90%,f,1,2,t,t,59.30835161634453,17.99037137988747,Private room in rental unit,Private room,3,1.0,1 private bath,2.0,2.0,1921.0,5,300,5,5,300,300,t,23,53,83,85,2024-12-30,0,0,0,,,,,,,,,,,f,1,0,1,0
3484,3484,2024-12-30,2023-07-08,a few days or more,0.0,0%,f,3,5,t,t,59.2786687,17.9009799,Private room in rental unit,Private room,2,1.5,1.5 baths,4.0,2.0,334.0,1,365,1,1,365,365,t,29,59,89,269,2024-12-30,0,0,0,,,,,,,,,,,f,3,1,2,0
3486,3486,2024-12-30,2023-09-28,a few days or more,0.0,100%,f,13,15,t,t,59.26441260000001,18.1330155,Room in hotel,Private room,2,,6 baths,1.0,,,1,14,1,1,14,14,t,0,0,0,0,2024-12-30,1,1,0,2024-08-31,2024-08-31,4.0,4.0,4.0,5.0,4.0,5.0,4.0,,t,8,1,7,0
3487,3487,2024-12-30,2023-09-28,a few days or more,0.0,100%,f,13,15,t,t,59.26441260000001,18.1330155,Room in hotel,Private room,2,,6 shared baths,1.0,,,1,14,1,1,14,14,t,0,0,0,0,2024-12-30,0,0,0,,,,,,,,,,,t,8,1,7,0
